id,name,description,work_flow,audio_codec,audio_channel,audio_data_rate,audio_format,audio_sample_rate,audio_sample_size,video_codec,video_bit_rate,video_bit_rate_max_percent,video_bit_rate_method,video_frame_rate,video_frame_size,video_key_frame
173,MPG_DVD_Disc_Burn_ES_NTSC.spfx,"Recommended for one-off DVD burning for interlaced source files having frame dimensions of 720x480 with 29.97fps.","Disc.DVD.Elementary Streams","MCptAC3 ",ChannelModeStereo,384000,"",48000,16,MPEG2VideoCodec,6000000,,BitRateModeTwoPassVBR,29.97,720x480,""
174,MPG_DVD_Disc_Burn_ES_PAL.spfx,"Recommended for one-off DVD burning for interlaced source files having frame dimensions of 720x576 with 25fps.","Disc.DVD.Elementary Streams","MCptAC3 ",ChannelModeStereo,384000,"",48000,16,MPEG2VideoCodec,6000000,,BitRateModeTwoPassVBR,25,720x576,15/Frames
175,MPG_DVD_ISO_Image_ES_NTSC.spfx,"Recommended for use with DVD authoring applications for interlaced source files having frame dimensions of 720x480 with 29.97fps.","Disc.DVD.Elementary Streams","MCptAC3 ",ChannelModeStereo,384000,"",48000,16,MPEG2VideoCodec,6000000,,BitRateModeTwoPassVBR,29.97,720x480,15/Frames
176,MPG_DVD_ISO_Image_ES_PAL.spfx,"Recommended for use with DVD authoring applications for interlaced source files having frame dimensions of 720x576 with 25fps.","Disc.DVD.Elementary Streams",MPEG2AudioCodec,ChannelModeStereo,224000,"DVD (MPEG 2)",48000,16,MPEG2VideoCodec,3072000,,BitRateModeTwoPassVBR,25,720x576,""
177,MPG_DVD_PS_NTSC.spfx,"Recommended for use with DVD authoring applications for interlaced source files having frame dimensions of 720x480 with 29.97fps.","Disc.DVD.Program Streams",MPEG2AudioCodec,ChannelModeStereo,224000,"DVD (MPEG 2)",48000,16,MPEG2VideoCodec,7987000,,BitRateModeTwoPassVBR,29.97,720x480,15/Frames
178,MPG_DVD_PS_PAL.spfx,"Recommended for use with DVD authoring applications for interlaced source files having frame dimensions of 720x576 with 25fps.","Disc.DVD.Program Streams",MPEG2AudioCodec,ChannelModeStereo,224000,"DVD (MPEG 2)",48000,16,MPEG2VideoCodec,7987000,,BitRateModeTwoPassVBR,25,720x576,15/Frames
179,MPG_HDTV_24_1080p.spfx,"ATSC compliant MPEG 2 Transport stream 1920X1080.",Broadcast.HDTV,MPEG2AudioCodec,ChannelModeStereo,384000,"ATSC HD (MPEG 2)",48000,16,MPEG2VideoCodec,15000000,,BitRateModeOnePassVBR,24,1920x1080,12/Frames
180,MPG_HDTV_24_720p.spfx,"ATSC compliant MPEG 2 Transport stream 1280X720.",Broadcast.HDTV,MPEG2AudioCodec,ChannelModeStereo,384000,"ATSC HD (MPEG 2)",48000,16,MPEG2VideoCodec,10000000,,BitRateModeOnePassVBR,24,1280x720,12/Frames
181,MPG_HDTV_25_1080i.spfx,"ATSC Complaint MPEG 2 transport stream 1920X1080(50i) for European/PAL broadcasts.",Broadcast.HDTV,MPEG2AudioCodec,ChannelModeStereo,96000,"ATSC HD (MPEG 2)",48000,16,MPEG2VideoCodec,15000000,,BitRateModeOnePassVBR,25,1920x1080,12/Frames
182,MPG_HDTV_25_1080p.spfx,"ATSC compliant MPEG 2 Transport stream 1920X1080 for European/Pal broadcasts.",Broadcast.HDTV,MPEG2AudioCodec,ChannelModeStereo,384000,"ATSC HD (MPEG 2)",48000,16,MPEG2VideoCodec,15000000,,BitRateModeOnePassVBR,25,1920x1080,12/Frames
183,MPG_HDTV_25_720p.spfx,"ATSC compliant MPEG 2 Transport stream 1280X720 for European/Pal broadcasts.",Broadcast.HDTV,MPEG2AudioCodec,ChannelModeStereo,384000,"ATSC HD (MPEG 2)",48000,16,MPEG2VideoCodec,10000000,,BitRateModeOnePassVBR,25,1280x720,12/Frames
184,MPG_HDV_24_720p.spfx,"HDV spec. MPEG 2, for transcoding footage to match HDV for editing on a timeline or exporting to tape. .mpg file extension.","Editing.HDV Stream",MPEG2AudioCodec,ChannelModeStereo,384000,"MDV HD1 (MPEG 2)",48000,16,MPEG2VideoCodec,18300000,,BitRateModeOnePassCBR,23.98,1280x720,6/Frames
185,MPG_HDV_30_720p.spfx,"HDV spec. MPEG 2, for transcoding footage to match HDV for editing on a timeline or exporting to tape. .mpg file extension.","Editing.HDV Stream",MPEG2AudioCodec,ChannelModeStereo,384000,"MDV HD1 (MPEG 2)",48000,16,MPEG2VideoCodec,18300000,,BitRateModeOnePassCBR,29.97,1280x720,""
186,MPG_HDV_50_1080i.spfx,"HDV spec. MPEG 2, for transcoding footage to match HDV for editing on a timeline or exporting to tape. .mpg file extension.","Editing.HDV Stream",MPEG2AudioCodec,ChannelModeStereo,384000,"HDV HD2 (MPEG 2)",48000,16,MPEG2VideoCodec,25000000,,BitRateModeOnePassCBR,25,1440x1080,15/Frames
187,MPG_HDV_60_1080i.spfx,"HDV spec. MPEG 2, for transcoding footage to match HDV for editing on a timeline or exporting to tape. .mpg file extension","Editing.HDV Stream",MPEG2AudioCodec,ChannelModeStereo,384000,"HDV HD2 (MPEG 2)",48000,16,MPEG2VideoCodec,25000000,,BitRateModeOnePassCBR,29.97,1440x1080,15/Frames
188,MPG_HDV_60_720p.spfx,"HDV spec. MPEG 2, for transcoding footage to match HDV for editing on a timeline or exporting to tape. .mpg file extension.","Editing.HDV Stream",MPEG2AudioCodec,ChannelModeStereo,384000,"MDV HD1 (MPEG 2)",48000,16,MPEG2VideoCodec,18300000,,BitRateModeOnePassCBR,59.94,1280x720,12/Frames
189,MPG_TS_MPEG-2_DolbyDigital_23.98_1080p.spfx,"1920x1080p at 23.98fps - Two pass VBR MPEG-2 at 20000Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.MPEG-2 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,MPEG2VideoCodec,20000000,,BitRateModeTwoPassVBR,23.98,1920x1080,12/Frames
190,MPG_TS_MPEG-2_DolbyDigital_23.98_720p.spfx,"1280x720p at 23.98fps - Two pass VBR MPEG-2 at 20000Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.MPEG-2 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,MPEG2VideoCodec,20000000,,BitRateModeTwoPassVBR,23.98,1280x720,12/Frames
191,MPG_TS_MPEG-2_DolbyDigital_29.97_1080i.spfx,"1920x1080i at 29.97fps - Two pass VBR MPEG-2 at 20000Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.MPEG-2 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,MPEG2VideoCodec,20000000,,BitRateModeTwoPassVBR,29.97,1920x1080,""
192,MPG_TS_MPEG-2_DolbyDigital_29.97_1080p.spfx,"1920x1080p at 29.97fps - Two pass VBR MPEG-2 at 20000Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.MPEG-2 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,MPEG2VideoCodec,20000000,,BitRateModeTwoPassVBR,29.97,1920x1080,""
193,MPG_TS_MPEG-2_DolbyDigital_29.97_720p.spfx,"1280x720p at 29.97fps - Two pass VBR MPEG-2 at 20000Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.MPEG-2 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,MPEG2VideoCodec,20000000,,BitRateModeTwoPassVBR,29.97,1280x720,15/Frames
194,MPG_TS_MPEG-2_DolbyDigital_59.94_720p.spfx,"1280x720p at 59.94fps - Two pass VBR MPEG-2 at 20000Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.MPEG-2 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,MPEG2VideoCodec,20000000,,BitRateModeTwoPassVBR,59.94,1280x720,15/Frames
195,MPG_TS_h264_DolbyDigital_23.98_1080i.spfx,"1920x1080i at 23.98fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,23.98,1920x1080,300/Frames
196,MPG_TS_h264_DolbyDigital_23.98_720p.spfx,"1280x720p at 23.98fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,23.98,1280x720,300/Frames
197,MPG_TS_h264_DolbyDigital_29.97_1080i.spfx,"1920x1080i at 29.97fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,29.97,1920x1080,300/Frames
198,MPG_TS_h264_DolbyDigital_29.97_720p.spfx,"1280x720p at 29.97fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,29.97,1280x720,300/Frames
199,MPG_TS_h264_DolbyDigital_59.94_720p.spfx,"1280x720p at 59.94fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,59.94,1280x720,300/Frames
200,OGG.spfx,,"FormatTemplates.Ogg Vorbis","SMI VRBS",ChannelModeStereo,192000,None,44100,16,,,,,,,
201,Ogg_128kbits_44kHz_stereo.spfx,"Ogg is a free, open container format maintained by the Xiph.Org Foundation.","","SMI VRBS",ChannelModeStereo,128000,None,44100,16,,,,,,,
202,Ogg_192kbits_44kHz_stereo.spfx,"Ogg is a free, open container format maintained by the Xiph.Org Foundation.","","SMI VRBS",ChannelModeStereo,192000,None,44100,16,,,,,,,
203,Ogg_256kbits_48kHz_stereo.spfx,"Ogg is a free, open container format maintained by the Xiph.Org Foundation.","","SMI VRBS",ChannelModeStereo,256000,None,48000,16,,,,,,,
204,Ogg_96kbits_44kHz_stereo.spfx,"Ogg is a free, open container format maintained by the Xiph.Org Foundation.","","SMI VRBS",ChannelModeStereo,96000,None,44100,16,,,,,,,
205,QTX_AIFF_16bit_44kHz.spfx,"Audio Interchange File Format","",sounAIFF,ChannelModeStereo,0,"",44100,16,sounAIFF,100000,,BitRateModeOnePassCBR,-1,320x240,""
206,QTX_AIFF_16bit_48kHz.spfx,"Audio Interchange File Format","",sounAIFF,ChannelModeStereo,0,"",48000,16,sounAIFF,100000,,BitRateModeOnePassCBR,-1,320x240,""
207,QTX_AIFF_24bit_48kHz.spfx,"Audio Interchange File Format","",sounAIFF,ChannelModeStereo,0,"",48000,16,sounAIFF,100000,,BitRateModeOnePassCBR,-1,320x240,""
208,QTX_AIFF_24bit_96kHz.spfx,"Audio Interchange File Format","",sounAIFF,ChannelModeStereo,0,"",44100,16,sounAIFF,100000,,BitRateModeOnePassCBR,-1,320x240,""
209,QTX_DV_NTSC.spfx,"NTSC complaint DV file ideal for transcoding footage to match DV for editing on a timeline .dv file extension.","Editing.DV Stream",appldvc!,ChannelModeStereo,0,"",48000,16,appldvc!,100000,,BitRateModeOnePassCBR,-1,720x480,""
210,QTX_DV_PAL.spfx,"PAL compliant DV file ideal for transcoding footage to match DV for editing on a timeline.  .dv file extension.","Editing.DV Stream",appldvc!,ChannelModeStereo,0,"",48000,16,appldvc!,100000,,BitRateModeOnePassCBR,-1,720x576,""
211,QTX_DV_PAL_(AVI).spfx,"DV codec with PAL frame size in an AVI container.","","applVfW ",ChannelModeStereo,0,"",44100,16,"applVfW ",100000,,BitRateModeOnePassCBR,-1,720x576,""
212,QTX_WAVE_16bit_44kHz.spfx,"Waveform Audio Format","",sounWAVE,ChannelModeStereo,0,"",44100,16,sounWAVE,100000,,BitRateModeOnePassCBR,-1,320x240,""
213,QTX_WAVE_16bit_48kHz.spfx,"Waveform Audio Format","",sounWAVE,ChannelModeStereo,0,"",48000,16,sounWAVE,100000,,BitRateModeOnePassCBR,-1,320x240,""
214,QTX_WMV_1200Kbps_480p.spfx,"Windows Media Video using Flip4Mac. For progressive download on fast Wi-Fi network connections.","",TELEASF_,ChannelModeStereo,0,"",44100,16,TELEASF_,100000,,BitRateModeOnePassCBR,-1,852x480,""
215,QTX_WMV_2000Kbps_720p.spfx,"Windows Media Video using Flip4Mac. For progressive download on slow broadband network connections.","",TELEASF_,ChannelModeStereo,0,"",44100,16,TELEASF_,100000,,BitRateModeOnePassCBR,-1,1280x720,""
216,QTX_WMV_3000Kbps_720p.spfx,"Windows Media Video using Flip4Mac. For progressive download on average broadband network connections.","",TELEASF_,ChannelModeStereo,0,"",44100,16,TELEASF_,100000,,BitRateModeOnePassCBR,-1,1280x720,""
217,QTX_WMV_512Kbps_288p.spfx,"Windows Media video using Flip4Mac. For progressive download on average 3g network connections.","",TELEASF_,ChannelModeStereo,0,"",44100,16,TELEASF_,100000,,BitRateModeOnePassCBR,-1,512x288,""
218,QTX_WMV_768Kbps_360p.spfx,"Windows Media Video using Flip4Mac. For progressive download on fast 3g network connections.","",TELEASF_,ChannelModeStereo,0,"",44100,16,TELEASF_,100000,,BitRateModeOnePassCBR,-1,640x360,""
219,SWF.xss,,"FormatTemplates.SWF (Flash 6+)","Fraunhofer MP3",ChannelModeMono,32000,"",22050,16,SPARKVideoCodec,133000,,BitRateModeSorensonTwoPassVBR,-2,240x180,30
220,SWF_F8_SWF_VP6_1200Kbps_480p.spfx,"Flash player video for progressive download on fast Wi-Fi network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F8 Progressive Download","SMI MP3 ",ChannelModeStereo,128000,"Adobe Flash 8+ (FLV)",44100,16,ON2!VP62,990000,,BitRateModeTwoPassVBR,-1,852x480,10/Seconds
221,SWF_F8_SWF_VP6_2000Kbps_720p.spfx,"Flash player video for progressive download on slow broadband network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F8 Progressive Download","SMI MP3 ",ChannelModeStereo,160000,"Adobe Flash 8+ (FLV)",44100,16,ON2!VP62,1800000,,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds
222,SWF_F8_SWF_VP6_3000Kbps_720p.spfx,"Flash player video for progressive download on average broadband network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F8 Progressive Download","SMI MP3 ",ChannelModeStereo,160000,"Adobe Flash 8+ (FLV)",44100,16,ON2!VP62,2800000,,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds
223,SWF_F8_SWF_VP6_512Kbps_288p.spfx,"Flash player video for progressive download on average 3g network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F8 Progressive Download","SMI MP3 ",ChannelModeMono,96000,"Adobe Flash 8+ (FLV)",44100,16,ON2!VP62,400000,,BitRateModeTwoPassVBR,-1,512x288,10/Seconds
224,SWF_F8_SWF_VP6_768Kbps_360p.spfx,"Flash player video for progressive download on fast 3g network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F8 Progressive Download","SMI MP3 ",ChannelModeMono,96000,"Adobe Flash 8+ (FLV)",44100,16,ON2!VP62,600000,,BitRateModeTwoPassVBR,-1,640x360,10/Seconds
225,SWF_F9_SWF_h264_1200Kbps_480p.spfx,"h264 Flash player video for progressive download on fast Wi-Fi network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.h264",AACAudioCodec,ChannelModeStereo,128000,"Adobe Flash 9+ (MP4)",44100,16,MCptH264,600000,160%,BitRateModeTwoPassVBR,-1,852x480,10/Seconds
226,SWF_F9_SWF_h264_2000Kbps_720p.spfx,"h264 Flash player video for progressive download on slow broadband network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.h264",AACAudioCodec,ChannelModeStereo,160000,"Adobe Flash 9+ (MP4)",44100,16,MCptH264,1800000,160%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds
227,SWF_F9_SWF_h264_3000Kbps_720p.spfx,"h264 Flash player video for progressive download on average broadband network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.h264",AACAudioCodec,ChannelModeStereo,160000,"Adobe Flash 9+ (MP4)",44100,16,MCptH264,2800000,160%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds
228,SWF_F9_SWF_h264_512Kbps_288p.spfx,"h264 Flash player video for progressive download on average 3g network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.h264",AACAudioCodec,ChannelModeStereo,96000,"Adobe Flash 9+ (MP4)",44100,16,MCptH264,400000,160%,BitRateModeTwoPassVBR,-1,512x288,10/Seconds
229,SWF_F9_SWF_h264_768Kbps_360p.spfx,"h264 Flash player video for progressive download on fast 3g network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.h264",AACAudioCodec,ChannelModeStereo,96000,"Adobe Flash 9+ (MP4)",44100,16,MCptH264,600000,160%,BitRateModeTwoPassVBR,-1,640x360,10/Seconds
230,SWF_F9_SWF_x264_1200Kbps_480p.spfx,"h264 Flash player video for progressive download on fast Wi-Fi network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.x264",AACAudioCodec,ChannelModeStereo,128000,"Adobe Flash 9+ (MP4)",44100,16,x264H264,600000,160%,BitRateModeTwoPassVBR,-1,852x480,10/Seconds
231,SWF_F9_SWF_x264_2000Kbps_720p.spfx,"h264 Flash player video for progressive download on slow broadband network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.x264",AACAudioCodec,ChannelModeStereo,160000,"Adobe Flash 9+ (MP4)",44100,16,x264H264,1800000,160%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds
232,SWF_F9_SWF_x264_3000Kbps_720p.spfx,"h264 Flash player video for progressive download on average broadband network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.x264",AACAudioCodec,ChannelModeStereo,160000,"Adobe Flash 9+ (MP4)",44100,16,x264H264,2800000,160%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds
233,SWF_F9_SWF_x264_512Kbps_288p.spfx,"h264 Flash player video for progressive download on average 3g network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.x264",AACAudioCodec,ChannelModeStereo,96000,"Adobe Flash 9+ (MP4)",44100,16,x264H264,400000,160%,BitRateModeTwoPassVBR,-1,512x288,10/Seconds
234,SWF_F9_SWF_x264_768Kbps_360p.spfx,"h264 Flash player video for progressive download on fast 3g network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.x264",AACAudioCodec,ChannelModeStereo,96000,"Adobe Flash 9+ (MP4)",44100,16,x264H264,600000,160%,BitRateModeTwoPassVBR,-1,640x360,10/Seconds
235,WEBM.spfx,,FormatTemplates.QuickTime,"SMI VRBS",ChannelModeStereo,128000,None,44100,16,"ON2!VP8 ",990000,,BitRateModeTwoPassVBR,-1,852x480,10/Seconds
236,WEBM_WebM_1200Kbps_480p.spfx,"WebM video for progressive download on fast Wi-Fi network connections.","Web.Progressive Download.WebM","SMI VRBS",ChannelModeStereo,128000,None,44100,16,"ON2!VP8 ",990000,,BitRateModeTwoPassVBR,-1,852x480,10/Seconds
237,WEBM_WebM_2000Kbps_720p.spfx,"WebM video for progressive download on slow broadband network connections.","Web.Progressive Download.WebM","SMI VRBS",ChannelModeStereo,160000,None,44100,16,"ON2!VP8 ",1800000,,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds
238,WEBM_WebM_3000Kbps_720p.spfx,"WebM video for progressive download on average broadband network connections.","Web.Progressive Download.WebM","SMI VRBS",ChannelModeStereo,160000,None,44100,16,"ON2!VP8 ",2800000,,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds
239,WEBM_WebM_512Kbps_288p.spfx,"WebM video for progressive download on average 3g network connections.","Web.Progressive Download.WebM","SMI VRBS",ChannelModeStereo,96000,None,44100,16,"ON2!VP8 ",400000,,BitRateModeTwoPassVBR,-1,512x288,10/Seconds
240,WEBM_WebM_768Kbps_360p.spfx,"WebM video for progressive download on fast 3g network connections.","Web.Progressive Download.WebM","SMI VRBS",ChannelModeStereo,96000,None,44100,16,"ON2!VP8 ",600000,,BitRateModeTwoPassVBR,-1,480x360,10/Seconds
241,WEBM_YouTube_WebM_1080p.spfx,"Optimized output for YouTube upload of 1080p source files.",Web.Destinations.YouTube.WebM,"SMI VRBS",ChannelModeStereo,192000,None,48000,16,"ON2!VP8 ",6000000,,BitRateModeTwoPassVBR,-1,1920x1080,10/Seconds
242,WEBM_YouTube_WebM_480p.spfx,"Optimized output for YouTube upload of 480p source files.",Web.Destinations.YouTube.WebM,"SMI VRBS",ChannelModeStereo,192000,None,48000,16,"ON2!VP8 ",2000000,,BitRateModeTwoPassVBR,-1,852x480,10/Seconds
243,WEBM_YouTube_WebM_720p.spfx,"Optimized output for YouTube upload of 720p source files.",Web.Destinations.YouTube.WebM,"SMI VRBS",ChannelModeStereo,192000,None,48000,16,"ON2!VP8 ",5000000,,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds
244,WMV.xss,,FormatTemplates.WindowsMedia,MCptMWMA,ChannelModeStereo,128000,"WMV (VC-1)",44100,16,"MCptVC1 ",768000,,BitRateModeOnePassVBR,-1,480x480,2/Seconds
245,WMV_1200Kbps_480p.spfx,"Windows Media video for progressive download on fast Wi-Fi network connections.","Web.Progressive Download.Windows Media Video",MCptMWMA,ChannelModeStereo,128000,"WMV (VC-1)",44100,16,"MCptVC1 ",990000,,BitRateModeTwoPassVBR,-1,852x480,10/Seconds
246,WMV_2000Kbps_720p.spfx,"Windows Media video for progressive download on slow broadband network connections.","Web.Progressive Download.Windows Media Video",MCptMWMA,ChannelModeStereo,160000,"WMV (VC-1)",44100,16,"MCptVC1 ",1800000,,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds
247,WMV_3000Kbps_720p.spfx,"Windows Media video for progressive download on average broadband network connections.","Web.Progressive Download.Windows Media Video",MCptMWMA,ChannelModeStereo,160000,"WMV (VC-1)",44100,16,"MCptVC1 ",2800000,,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds
248,WMV_512Kbps_288p.spfx,"Windows Media video for progressive download on average 3g network connections.","Web.Progressive Download.Windows Media Video",MCptMWMA,ChannelModeStereo,64000,"WMV (VC-1)",44100,16,"MCptVC1 ",460000,,BitRateModeTwoPassVBR,-1,512x288,10/Seconds
249,WMV_768Kbps_360p.spfx,"Windows Media video for progressive download on fast 3g network connections.","Web.Progressive Download.Windows Media Video",MCptMWMA,ChannelModeStereo,96000,"WMV (VC-1)",44100,16,"MCptVC1 ",600000,,BitRateModeTwoPassVBR,-1,640x360,10/Seconds
250,WMV_Blu-ray_23.97_720p.spfx,"Recommended for use with DVD authoring applications for progressive source files having frame dimensions of 1920x1080 with 23.98fps.","Disc.Blu-ray Authoring.VC-1","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,"MCptVC1 ",10400000,,BitRateModeTwoPassVBR,23.976,1280x720,10/Seconds
251,WMV_Blu-ray_23.98_1080p.spfx,"Recommended for use with DVD authoring applications for interlaced source files having frame dimensions of 1920x1080 with 23.98fps.","Disc.Blu-ray Authoring.VC-1","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,"MCptVC1 ",24000000,,BitRateModeTwoPassVBR,29.97,1920x1080,10/Seconds
252,WMV_Blu-ray_24_1080p.spfx,"Recommended for use with Blu-ray authoring applications for progressive source files having frame dimensions of 1920x1080 with 24fps.","Disc.Blu-ray Authoring.VC-1","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,"MCptVC1 ",24000000,,BitRateModeTwoPassVBR,24,1920x1080,10/Seconds
253,WMV_Blu-ray_24_720p.spfx,"Recommended for use with DVD authoring applications for progressive source files having frame dimensions of 1280x720 with 24fps.","Disc.Blu-ray Authoring.VC-1","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,"MCptVC1 ",10400000,,BitRateModeTwoPassVBR,24,1280x720,10/Seconds
254,WMV_Blu-ray_50_1080i.spfx,"Recommended for use with Blu-ray authoring applications for interlaced source files having frame dimensions of 1920x1080 with 25fps.","Disc.Blu-ray Authoring.VC-1","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,"MCptVC1 ",25000000,,BitRateModeTwoPassVBR,25,1920x1080,10/Seconds
255,WMV_Blu-ray_50_720p.spfx,"Recommended for use with Blu-ray authoring applications for progressive source files having frame dimensions of 1280x720 with 50fps.","Disc.Blu-ray Authoring.VC-1","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,"MCptVC1 ",21650000,,BitRateModeTwoPassVBR,50,1280x720,10/Seconds
256,WMV_Blu-ray_60_1080i.spfx,"Recommended for use with Blu-ray authoring applications for interlaced source files having frame dimensions of 1920x1080 with 29.97fps.","Disc.Blu-ray Authoring.VC-1","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,"MCptVC1 ",30000000,,BitRateModeTwoPassVBR,29.97,1920x1080,10/Seconds
257,WMV_Blu-ray_60_720p.spfx,"Recommended for use with Blu-ray authoring applications for progressive source files having frame dimensions of 1280x720 with 60fps.","Disc.Blu-ray Authoring.VC-1","MCptAC3 ",ChannelMode5_1,640000,"",48000,16,"MCptVC1 ",25970000,,BitRateModeTwoPassVBR,59.94,1280x720,10/Frames
